Running on: a-a100-o-1
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: emilej to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run u5h6tgs5
wandb: Tracking run with wandb version 0.25.1
wandb: Run data is saved locally in /home/e12229987/synthetic-cover-text-generator/wandb/run-20260317_173738-u5h6tgs5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run royal-fire-18
wandb: ⭐️ View project at https://wandb.ai/emilej/entropy-steering-steganography
wandb: 🚀 View run at https://wandb.ai/emilej/entropy-steering-steganography/runs/u5h6tgs5
wandb: Detected [huggingface_hub.inference] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
🦥 Unsloth Zoo will now patch everything to make training faster!
==((====))==  Unsloth 2026.3.4: Fast Qwen3 patching. Transformers: 5.2.0.
   \\   /|    NVIDIA A100-SXM4-80GB. Num GPUs = 1. Max memory: 79.254 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 8.0. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
unsloth/Qwen3-4B-Base does not have a padding token! Will use pad_token = <|PAD_TOKEN|>.
Local file not found at /home/e12229987/synthetic-cover-text-generator/data/stanfordnlp/imdb. Trying Hugging Face dataset: stanfordnlp/imdb
Using unsupervised dataset
Map:   0%|          | 0/10000 [00:00<?, ? examples/s]Map:  24%|██▍       | 2448/10000 [00:00<00:00, 24369.57 examples/s]Map:  59%|█████▊    | 5873/10000 [00:00<00:00, 23315.99 examples/s]Map:  92%|█████████▏| 9158/10000 [00:00<00:00, 22614.28 examples/s]Map: 100%|██████████| 10000/10000 [00:00<00:00, 22169.04 examples/s]
First 5 samples from resolved dataset:
1. <|endoftext|>Big joke! Not even bad enough to be interesting.<|endoftext|>
2. <|endoftext|>... my children are laughing. but i do not!<|endoftext|>
3. <|endoftext|>Poorly written with wooden performances by the miscast actors.<|endoftext|>
4. <|endoftext|>Great story and great action! Needless to say anything beyond this!!<|endoftext|>
5. <|endoftext|>Spectacular is an understatement for this movie. The animation is BRILLIANT. Classic.<|endoftext|>
Unsloth: Tokenizing ["text"] (num_proc=64):   0%|          | 0/10000 [00:00<?, ? examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   2%|▏         | 157/10000 [00:02<02:28, 66.50 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   3%|▎         | 314/10000 [00:03<01:34, 102.66 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   5%|▍         | 471/10000 [00:04<01:15, 126.32 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   6%|▋         | 628/10000 [00:05<01:07, 138.52 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   8%|▊         | 785/10000 [00:06<01:01, 149.92 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   9%|▉         | 942/10000 [00:06<00:57, 157.61 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  11%|█         | 1099/10000 [00:07<00:55, 159.55 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  13%|█▎        | 1256/10000 [00:08<00:53, 164.40 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  14%|█▍        | 1413/10000 [00:09<00:51, 167.34 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  16%|█▌        | 1570/10000 [00:10<00:49, 170.06 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  17%|█▋        | 1727/10000 [00:11<00:47, 172.97 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  19%|█▉        | 1884/10000 [00:12<00:46, 174.51 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  20%|██        | 2041/10000 [00:13<00:45, 175.55 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  22%|██▏       | 2198/10000 [00:14<00:44, 176.52 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  24%|██▎       | 2355/10000 [00:15<00:43, 176.80 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  25%|██▌       | 2512/10000 [00:15<00:42, 177.52 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  27%|██▋       | 2668/10000 [00:16<00:41, 177.36 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  28%|██▊       | 2824/10000 [00:17<00:40, 175.73 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  30%|██▉       | 2980/10000 [00:18<00:39, 178.44 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  31%|███▏      | 3136/10000 [00:19<00:38, 177.43 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  33%|███▎      | 3292/10000 [00:20<00:37, 176.90 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  34%|███▍      | 3448/10000 [00:21<00:36, 177.50 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  36%|███▌      | 3604/10000 [00:22<00:36, 177.55 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  38%|███▊      | 3760/10000 [00:22<00:35, 177.80 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  39%|███▉      | 3916/10000 [00:23<00:34, 178.13 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  41%|████      | 4072/10000 [00:25<00:37, 159.60 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  42%|████▏     | 4228/10000 [00:25<00:31, 184.10 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  44%|████▍     | 4384/10000 [00:26<00:30, 182.09 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  45%|████▌     | 4540/10000 [00:27<00:30, 179.01 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  47%|████▋     | 4696/10000 [00:28<00:29, 179.93 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  49%|████▊     | 4852/10000 [00:29<00:28, 182.04 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  50%|█████     | 5008/10000 [00:29<00:27, 180.38 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  52%|█████▏    | 5164/10000 [00:30<00:26, 179.16 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  53%|█████▎    | 5320/10000 [00:31<00:26, 176.70 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  55%|█████▍    | 5476/10000 [00:32<00:25, 176.88 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  56%|█████▋    | 5632/10000 [00:33<00:24, 177.27 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  58%|█████▊    | 5788/10000 [00:34<00:23, 175.80 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  59%|█████▉    | 5944/10000 [00:35<00:22, 177.07 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  61%|██████    | 6100/10000 [00:36<00:22, 173.94 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  63%|██████▎   | 6256/10000 [00:37<00:21, 174.38 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  64%|██████▍   | 6412/10000 [00:37<00:20, 178.85 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  66%|██████▌   | 6568/10000 [00:38<00:19, 179.30 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  67%|██████▋   | 6724/10000 [00:39<00:18, 178.83 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  69%|██████▉   | 6880/10000 [00:40<00:17, 180.02 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  70%|███████   | 7036/10000 [00:41<00:16, 178.89 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  72%|███████▏  | 7192/10000 [00:42<00:15, 180.95 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  73%|███████▎  | 7348/10000 [00:43<00:14, 180.66 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  75%|███████▌  | 7504/10000 [00:43<00:13, 178.53 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  77%|███████▋  | 7660/10000 [00:44<00:12, 181.10 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  78%|███████▊  | 7816/10000 [00:45<00:12, 180.93 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  80%|███████▉  | 7972/10000 [00:46<00:11, 181.29 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  81%|████████▏ | 8128/10000 [00:47<00:10, 181.47 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  83%|████████▎ | 8284/10000 [00:48<00:09, 181.69 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  84%|████████▍ | 8440/10000 [00:49<00:08, 181.80 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  86%|████████▌ | 8596/10000 [00:49<00:07, 180.35 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  88%|████████▊ | 8752/10000 [00:50<00:06, 180.56 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  89%|████████▉ | 8908/10000 [00:51<00:06, 180.17 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  91%|█████████ | 9064/10000 [00:52<00:05, 181.95 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  92%|█████████▏| 9220/10000 [00:53<00:04, 181.06 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  94%|█████████▍| 9376/10000 [00:54<00:03, 180.15 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  95%|█████████▌| 9532/10000 [00:55<00:02, 180.68 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  97%|█████████▋| 9688/10000 [00:55<00:01, 180.93 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  98%|█████████▊| 9844/10000 [00:56<00:00, 182.09 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64): 100%|██████████| 10000/10000 [00:57<00:00, 181.20 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64): 100%|██████████| 10000/10000 [00:58<00:00, 171.87 examples/s]
wandb: updating run metadata
wandb: updating run metadata; uploading history steps 613-626, summary, console lines 634-647
wandb: uploading history steps 613-626, summary, console lines 634-647; uploading output.log; uploading wandb-summary.json; uploading config.yaml
wandb: uploading history steps 613-626, summary, console lines 634-647
wandb: uploading data
wandb: 
wandb: Run history:
wandb: train/avg_seconds_per_sample ▁▁▁▇▁▁▁▁▇▁▁█▄▁▂▂▁▁▁▁▁▂▇▁▁▁▁▂▁▁▁▁▁▁▁▁▁▁▁▁
wandb:                  train/epoch ▁▁▁▂▂▃▃▃▄▄▄▄▄▄▄▄▄▄▄▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇▇▇██
wandb:            train/global_step ▁▁▁▁▂▂▂▂▃▃▃▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▆▆▆▇▇▇▇▇▇████
wandb:              train/grad_norm ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:          train/learning_rate ▅██▇▇▇▇▇▆▆▅▅▅▅▅▄▄▄▄▄▄▃▃▃▃▃▃▃▃▃▃▃▃▂▂▂▂▁▁▁
wandb:                   train/loss █▅▆▅▅▄▆▄▅▆▅▅▅▇▄▃▆▇▂▃▄▃▃▂▂▁▃▄▁▂▃▄▃▂▁▂▂▂▃▁
wandb: 
wandb: Run summary:
wandb:                   total_flos 4.933237666236826e+16
wandb: train/avg_seconds_per_sample 0.01711
wandb:                  train/epoch 2
wandb:            train/global_step 626
wandb:              train/grad_norm 0.52732
wandb:          train/learning_rate 0.0
wandb:                   train/loss 2.72806
wandb:                   train_loss 2.95227
wandb:                train_runtime 667.1851
wandb:     train_samples_per_second 29.977
wandb:                           +1 ...
wandb: 
wandb: 🚀 View run royal-fire-18 at: https://wandb.ai/emilej/entropy-steering-steganography/runs/u5h6tgs5
wandb: ⭐️ View project at: https://wandb.ai/emilej/entropy-steering-steganography
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260317_173738-u5h6tgs5/logs
🦥 Unsloth: Padding-free auto-enabled, enabling faster training.
{'loss': '3.372', 'grad_norm': '0.5866', 'learning_rate': '0', 'epoch': '0.0032'}
{'loss': '3.341', 'grad_norm': '0.733', 'learning_rate': '2e-05', 'epoch': '0.0064'}
{'loss': '3.253', 'grad_norm': '1.006', 'learning_rate': '4e-05', 'epoch': '0.0096'}
{'loss': '3.05', 'grad_norm': '0.5355', 'learning_rate': '6e-05', 'epoch': '0.0128'}
{'loss': '3.16', 'grad_norm': '1.286', 'learning_rate': '8e-05', 'epoch': '0.016'}
{'loss': '3.293', 'grad_norm': '0.531', 'learning_rate': '0.0001', 'epoch': '0.0192'}
{'loss': '3.144', 'grad_norm': '0.4224', 'learning_rate': '0.00012', 'epoch': '0.0224'}
{'loss': '3.058', 'grad_norm': '0.5087', 'learning_rate': '0.00014', 'epoch': '0.0256'}
{'loss': '3.201', 'grad_norm': '0.4103', 'learning_rate': '0.00016', 'epoch': '0.0288'}
{'loss': '3.03', 'grad_norm': '0.4507', 'learning_rate': '0.00018', 'epoch': '0.032'}
{'loss': '3.11', 'grad_norm': '0.3854', 'learning_rate': '0.0002', 'epoch': '0.0352'}
{'loss': '3.111', 'grad_norm': '0.3804', 'learning_rate': '0.0001997', 'epoch': '0.0384'}
{'loss': '3.09', 'grad_norm': '0.3528', 'learning_rate': '0.0001994', 'epoch': '0.0416'}
{'loss': '3.074', 'grad_norm': '0.4635', 'learning_rate': '0.000199', 'epoch': '0.0448'}
{'loss': '3.122', 'grad_norm': '0.3625', 'learning_rate': '0.0001987', 'epoch': '0.048'}
{'loss': '3.086', 'grad_norm': '2.04', 'learning_rate': '0.0001984', 'epoch': '0.0512'}
{'loss': '3.084', 'grad_norm': '0.345', 'learning_rate': '0.0001981', 'epoch': '0.0544'}
{'loss': '3.093', 'grad_norm': '0.3189', 'learning_rate': '0.0001977', 'epoch': '0.0576'}
{'loss': '2.932', 'grad_norm': '0.4041', 'learning_rate': '0.0001974', 'epoch': '0.0608'}
{'loss': '3.104', 'grad_norm': '0.6954', 'learning_rate': '0.0001971', 'epoch': '0.064'}
{'loss': '3.03', 'grad_norm': '0.3612', 'learning_rate': '0.0001968', 'epoch': '0.0672'}
{'loss': '3.104', 'grad_norm': '0.3562', 'learning_rate': '0.0001964', 'epoch': '0.0704'}
{'loss': '3.117', 'grad_norm': '0.6348', 'learning_rate': '0.0001961', 'epoch': '0.0736'}
{'loss': '2.929', 'grad_norm': '0.2981', 'learning_rate': '0.0001958', 'epoch': '0.0768'}
{'loss': '2.989', 'grad_norm': '0.3336', 'learning_rate': '0.0001955', 'epoch': '0.08'}
{'loss': '3.052', 'grad_norm': '0.3262', 'learning_rate': '0.0001951', 'epoch': '0.0832'}
{'loss': '3.096', 'grad_norm': '0.3143', 'learning_rate': '0.0001948', 'epoch': '0.0864'}
{'loss': '3.092', 'grad_norm': '0.3794', 'learning_rate': '0.0001945', 'epoch': '0.0896'}
{'loss': '3.153', 'grad_norm': '0.318', 'learning_rate': '0.0001942', 'epoch': '0.0928'}
{'loss': '3.079', 'grad_norm': '0.3325', 'learning_rate': '0.0001938', 'epoch': '0.096'}
{'loss': '3.084', 'grad_norm': '0.3678', 'learning_rate': '0.0001935', 'epoch': '0.0992'}
{'loss': '3.158', 'grad_norm': '0.2764', 'learning_rate': '0.0001932', 'epoch': '0.1024'}
{'loss': '2.927', 'grad_norm': '0.2761', 'learning_rate': '0.0001929', 'epoch': '0.1056'}
{'loss': '2.985', 'grad_norm': '0.3118', 'learning_rate': '0.0001925', 'epoch': '0.1088'}
{'loss': '3.035', 'grad_norm': '0.3067', 'learning_rate': '0.0001922', 'epoch': '0.112'}
{'loss': '3.052', 'grad_norm': '3.276', 'learning_rate': '0.0001919', 'epoch': '0.1152'}
{'loss': '3.266', 'grad_norm': '0.3476', 'learning_rate': '0.0001916', 'epoch': '0.1184'}
{'loss': '3.061', 'grad_norm': '0.3111', 'learning_rate': '0.0001912', 'epoch': '0.1216'}
{'loss': '3.031', 'grad_norm': '0.4859', 'learning_rate': '0.0001909', 'epoch': '0.1248'}
{'loss': '2.966', 'grad_norm': '0.3057', 'learning_rate': '0.0001906', 'epoch': '0.128'}
{'loss': '2.953', 'grad_norm': '0.292', 'learning_rate': '0.0001903', 'epoch': '0.1312'}
{'loss': '3.183', 'grad_norm': '0.3039', 'learning_rate': '0.0001899', 'epoch': '0.1344'}
{'loss': '3.048', 'grad_norm': '0.3031', 'learning_rate': '0.0001896', 'epoch': '0.1376'}
{'loss': '3.139', 'grad_norm': '0.3558', 'learning_rate': '0.0001893', 'epoch': '0.1408'}
{'loss': '3.16', 'grad_norm': '0.3912', 'learning_rate': '0.000189', 'epoch': '0.144'}
{'loss': '2.973', 'grad_norm': '0.2765', 'learning_rate': '0.0001886', 'epoch': '0.1472'}
{'loss': '3.011', 'grad_norm': '0.282', 'learning_rate': '0.0001883', 'epoch': '0.1504'}
{'loss': '3.094', 'grad_norm': '0.5874', 'learning_rate': '0.000188', 'epoch': '0.1536'}
{'loss': '2.877', 'grad_norm': '0.3663', 'learning_rate': '0.0001877', 'epoch': '0.1568'}
{'loss': '3.095', 'grad_norm': '0.2704', 'learning_rate': '0.0001873', 'epoch': '0.16'}
{'loss': '3.251', 'grad_norm': '0.3007', 'learning_rate': '0.000187', 'epoch': '0.1632'}
{'loss': '3.147', 'grad_norm': '0.3821', 'learning_rate': '0.0001867', 'epoch': '0.1664'}
{'loss': '3.138', 'grad_norm': '0.3091', 'learning_rate': '0.0001864', 'epoch': '0.1696'}
{'loss': '3.1', 'grad_norm': '0.2552', 'learning_rate': '0.000186', 'epoch': '0.1728'}
{'loss': '3.145', 'grad_norm': '0.2903', 'learning_rate': '0.0001857', 'epoch': '0.176'}
{'loss': '3.056', 'grad_norm': '0.6763', 'learning_rate': '0.0001854', 'epoch': '0.1792'}
{'loss': '3.115', 'grad_norm': '2.693', 'learning_rate': '0.0001851', 'epoch': '0.1824'}
{'loss': '3.155', 'grad_norm': '0.2923', 'learning_rate': '0.0001847', 'epoch': '0.1856'}
{'loss': '2.967', 'grad_norm': '0.3057', 'learning_rate': '0.0001844', 'epoch': '0.1888'}
{'loss': '3.139', 'grad_norm': '0.2987', 'learning_rate': '0.0001841', 'epoch': '0.192'}
{'loss': '2.926', 'grad_norm': '2.251', 'learning_rate': '0.0001838', 'epoch': '0.1952'}
{'loss': '3.133', 'grad_norm': '0.304', 'learning_rate': '0.0001834', 'epoch': '0.1984'}
{'loss': '3.167', 'grad_norm': '0.2604', 'learning_rate': '0.0001831', 'epoch': '0.2016'}
{'loss': '2.951', 'grad_norm': '0.2667', 'learning_rate': '0.0001828', 'epoch': '0.2048'}
{'loss': '3.022', 'grad_norm': '0.2643', 'learning_rate': '0.0001825', 'epoch': '0.208'}
{'loss': '3.026', 'grad_norm': '0.3091', 'learning_rate': '0.0001821', 'epoch': '0.2112'}
{'loss': '2.981', 'grad_norm': '0.2608', 'learning_rate': '0.0001818', 'epoch': '0.2144'}
{'loss': '3.204', 'grad_norm': '0.3429', 'learning_rate': '0.0001815', 'epoch': '0.2176'}
{'loss': '3.133', 'grad_norm': '0.4539', 'learning_rate': '0.0001812', 'epoch': '0.2208'}
{'loss': '3.089', 'grad_norm': '0.2841', 'learning_rate': '0.0001808', 'epoch': '0.224'}
{'loss': '3.023', 'grad_norm': '0.3559', 'learning_rate': '0.0001805', 'epoch': '0.2272'}
{'loss': '3.034', 'grad_norm': '0.3097', 'learning_rate': '0.0001802', 'epoch': '0.2304'}
{'loss': '3.01', 'grad_norm': '0.2758', 'learning_rate': '0.0001799', 'epoch': '0.2336'}
{'loss': '3.257', 'grad_norm': '0.318', 'learning_rate': '0.0001795', 'epoch': '0.2368'}
{'loss': '3.049', 'grad_norm': '0.2824', 'learning_rate': '0.0001792', 'epoch': '0.24'}
{'loss': '3.007', 'grad_norm': '3.405', 'learning_rate': '0.0001789', 'epoch': '0.2432'}
{'loss': '2.962', 'grad_norm': '0.3149', 'learning_rate': '0.0001786', 'epoch': '0.2464'}
{'loss': '3.003', 'grad_norm': '0.3052', 'learning_rate': '0.0001782', 'epoch': '0.2496'}
{'loss': '3.067', 'grad_norm': '0.2904', 'learning_rate': '0.0001779', 'epoch': '0.2528'}
{'loss': '3.096', 'grad_norm': '7.951', 'learning_rate': '0.0001776', 'epoch': '0.256'}
{'loss': '2.856', 'grad_norm': '0.269', 'learning_rate': '0.0001773', 'epoch': '0.2592'}
{'loss': '2.983', 'grad_norm': '0.3265', 'learning_rate': '0.0001769', 'epoch': '0.2624'}
{'loss': '3.233', 'grad_norm': '0.2623', 'learning_rate': '0.0001766', 'epoch': '0.2656'}
{'loss': '3.044', 'grad_norm': '9.62', 'learning_rate': '0.0001763', 'epoch': '0.2688'}
{'loss': '2.973', 'grad_norm': '0.3267', 'learning_rate': '0.000176', 'epoch': '0.272'}
{'loss': '3.234', 'grad_norm': '0.3151', 'learning_rate': '0.0001756', 'epoch': '0.2752'}
{'loss': '3.145', 'grad_norm': '0.3282', 'learning_rate': '0.0001753', 'epoch': '0.2784'}
{'loss': '3.014', 'grad_norm': '0.2785', 'learning_rate': '0.000175', 'epoch': '0.2816'}
{'loss': '3.068', 'grad_norm': '0.2602', 'learning_rate': '0.0001747', 'epoch': '0.2848'}
{'loss': '2.99', 'grad_norm': '0.2583', 'learning_rate': '0.0001744', 'epoch': '0.288'}
{'loss': '2.997', 'grad_norm': '0.3099', 'learning_rate': '0.000174', 'epoch': '0.2912'}
{'loss': '3.012', 'grad_norm': '0.2987', 'learning_rate': '0.0001737', 'epoch': '0.2944'}
{'loss': '3.028', 'grad_norm': '0.2841', 'learning_rate': '0.0001734', 'epoch': '0.2976'}
{'loss': '2.999', 'grad_norm': '0.4057', 'learning_rate': '0.0001731', 'epoch': '0.3008'}
{'loss': '3.09', 'grad_norm': '0.3097', 'learning_rate': '0.0001727', 'epoch': '0.304'}
{'loss': '3.083', 'grad_norm': '0.2789', 'learning_rate': '0.0001724', 'epoch': '0.3072'}
{'loss': '3.139', 'grad_norm': '0.3625', 'learning_rate': '0.0001721', 'epoch': '0.3104'}
{'loss': '3.077', 'grad_norm': '0.3974', 'learning_rate': '0.0001718', 'epoch': '0.3136'}
{'loss': '3.146', 'grad_norm': '0.2721', 'learning_rate': '0.0001714', 'epoch': '0.3168'}
{'loss': '3.19', 'grad_norm': '0.2868', 'learning_rate': '0.0001711', 'epoch': '0.32'}
{'loss': '3.064', 'grad_norm': '0.2786', 'learning_rate': '0.0001708', 'epoch': '0.3232'}
{'loss': '3.083', 'grad_norm': '0.2819', 'learning_rate': '0.0001705', 'epoch': '0.3264'}
{'loss': '2.995', 'grad_norm': '0.2906', 'learning_rate': '0.0001701', 'epoch': '0.3296'}
{'loss': '3.186', 'grad_norm': '0.3023', 'learning_rate': '0.0001698', 'epoch': '0.3328'}
{'loss': '3.026', 'grad_norm': '0.2954', 'learning_rate': '0.0001695', 'epoch': '0.336'}
{'loss': '3.011', 'grad_norm': '0.3311', 'learning_rate': '0.0001692', 'epoch': '0.3392'}
{'loss': '3.049', 'grad_norm': '6.162', 'learning_rate': '0.0001688', 'epoch': '0.3424'}
{'loss': '3.002', 'grad_norm': '0.2837', 'learning_rate': '0.0001685', 'epoch': '0.3456'}
{'loss': '3.043', 'grad_norm': '0.2821', 'learning_rate': '0.0001682', 'epoch': '0.3488'}
{'loss': '3.071', 'grad_norm': '0.3287', 'learning_rate': '0.0001679', 'epoch': '0.352'}
{'loss': '2.997', 'grad_norm': '0.2982', 'learning_rate': '0.0001675', 'epoch': '0.3552'}
{'loss': '3.042', 'grad_norm': '0.3783', 'learning_rate': '0.0001672', 'epoch': '0.3584'}
{'loss': '3.223', 'grad_norm': '0.3577', 'learning_rate': '0.0001669', 'epoch': '0.3616'}
{'loss': '3.044', 'grad_norm': '0.2583', 'learning_rate': '0.0001666', 'epoch': '0.3648'}
{'loss': '3.19', 'grad_norm': '0.2894', 'learning_rate': '0.0001662', 'epoch': '0.368'}
{'loss': '3.011', 'grad_norm': '0.7142', 'learning_rate': '0.0001659', 'epoch': '0.3712'}
{'loss': '2.934', 'grad_norm': '0.3009', 'learning_rate': '0.0001656', 'epoch': '0.3744'}
{'loss': '3.046', 'grad_norm': '0.284', 'learning_rate': '0.0001653', 'epoch': '0.3776'}
{'loss': '3.139', 'grad_norm': '0.2845', 'learning_rate': '0.0001649', 'epoch': '0.3808'}
{'loss': '2.948', 'grad_norm': '0.284', 'learning_rate': '0.0001646', 'epoch': '0.384'}
{'loss': '3.106', 'grad_norm': '0.3009', 'learning_rate': '0.0001643', 'epoch': '0.3872'}
{'loss': '2.958', 'grad_norm': '0.2974', 'learning_rate': '0.000164', 'epoch': '0.3904'}
